OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,AIRPORTCODE,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
719,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,719,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5677547889999,153.013875296
720,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,720,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.567790481,153.014006166
721,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,721,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.567826173,153.014291702
722,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,722,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.567374075,153.013732528
723,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,723,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.56739787,153.013970474
724,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,724,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.567433562,153.01438688
725,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,725,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5675049449999,153.014660518
726,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,726,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.566993361,153.014006166
727,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,727,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.567064745,153.014493956
728,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,728,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5666959289999,153.014541545
729,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,729,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.566648339,153.01420842
730,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,730,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5663033179999,153.014232215
731,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,731,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5663628039999,153.014636723
732,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,732,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5659939879999,153.014458264
733,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,733,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.566041577,153.014731902
734,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,734,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.569801125,153.001264153
735,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,735,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5698963039999,153.000395649
736,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,736,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5687541619999,152.998111367
737,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,737,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.568825546,152.998373107
738,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,738,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5688969299999,152.998575362
739,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,739,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.568956417,152.998753821
740,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,740,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5761287789999,153.00768928
741,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,741,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.576366229,153.007660499
742,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,742,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5765964839999,153.00824333
743,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,743,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5763374479999,153.008308089
744,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,744,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.576078411,153.008344066
745,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,745,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.576099998,153.008523953
746,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,746,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5765964839999,153.009610466
747,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,747,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.57669722,153.009855111
748,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,748,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5767763699999,153.010265252
749,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,749,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.576805152,153.010452333
750,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,750,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.576833934,153.010668197
751,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,751,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.577114556,153.011071142
752,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,752,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.577071383,153.010682588
753,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,753,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5769922339999,153.011092728
754,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,754,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5768195429999,153.01112151
755,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,755,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5768411289999,153.011258224
756,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,756,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5768627149999,153.011445305
757,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,757,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5768843019999,153.011639583
758,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,758,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5769058879999,153.011805078
759,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,759,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.576941865,153.011948987
760,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,760,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5771001649999,153.011905814
761,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,761,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.576920279,153.012711705
762,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,762,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5767547839999,153.012790855
763,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,763,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.576567702,153.012819637
764,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,764,Brisbane-Archerfield,Operational,BAF,,Archerfield,Queensland,4,20121001,,-27.5766396559999,153.013057086
